package_name,version,role,declared_in,usage_tier,files_with_import,import_edges,distinct_import_paths,top_import_paths
getrandom,0.4.2,transitive,,transitive-only,0,0,0,
glob,0.3.3,direct,"cortex-analyzer,cortex-cli",direct-no-source-imports,0,0,0,
globset,0.4.18,transitive,,transitive-only,0,0,0,
gloo-timers,0.3.0,transitive,,transitive-only,0,0,0,
grafeo,0.5.42,direct,cortex-graph,source-referenced,2,8,6,"grafeo:: | grafeo:: {Config, GrafeoDB} | grafeo:: {GrafeoDB, NodeId, Session, Value} | grafeo:: | grafeo:: {Config, GrafeoDB} | grafeo:: {GrafeoDB, NodeId, Session, Value}"
grafeo-adapters,0.5.42,transitive,,transitive-only,0,0,0,
grafeo-common,0.5.42,transitive,,transitive-only,0,0,0,
grafeo-core,0.5.42,transitive,,transitive-only,0,0,0,
grafeo-engine,0.5.42,transitive,,transitive-only,0,0,0,
grafeo-storage,0.5.42,transitive,,transitive-only,0,0,0,
h2,0.4.14,transitive,,transitive-only,0,0,0,
half,2.7.1,transitive,,transitive-only,0,0,0,
hash32,0.3.1,transitive,,transitive-only,0,0,0,
hashbrown,0.12.3,transitive,,transitive-only,0,0,0,
hashbrown,0.14.5,transitive,,transitive-only,0,0,0,
hashbrown,0.15.5,transitive,,transitive-only,0,0,0,
hashbrown,0.16.1,transitive,,transitive-only,0,0,0,
hashbrown,0.17.1,transitive,,transitive-only,0,0,0,
hashlink,0.11.0,transitive,,transitive-only,0,0,0,
heapless,0.8.0,transitive,,transitive-only,0,0,0,
heck,0.5.0,transitive,,transitive-only,0,0,0,
hermit-abi,0.5.2,transitive,,transitive-only,0,0,0,
hex,0.4.3,transitive,,transitive-only,0,0,0,
home,0.5.12,transitive,,transitive-only,0,0,0,
htmlescape,0.3.1,transitive,,transitive-only,0,0,0,
http,0.2.12,transitive,,transitive-only,0,0,0,
http,1.4.1,transitive,,transitive-only,0,0,0,
http-body,0.4.6,transitive,,transitive-only,0,0,0,
http-body,1.0.1,transitive,,transitive-only,0,0,0,
http-body-util,0.1.3,transitive,,transitive-only,0,0,0,
httparse,1.10.1,transitive,,transitive-only,0,0,0,
httpdate,1.0.3,transitive,,transitive-only,0,0,0,
httpmock,0.7.0,direct,cortex-cli,source-referenced,1,4,4,httpmock::Method::GET | httpmock::MockServer | httpmock::Method::GET | httpmock::MockServer
humantime,2.3.0,transitive,,transitive-only,0,0,0,
hyper,0.14.32,transitive,,transitive-only,0,0,0,
hyper,1.9.0,transitive,,transitive-only,0,0,0,
hyper-named-pipe,0.1.0,transitive,,transitive-only,0,0,0,
hyper-rustls,0.27.9,transitive,,transitive-only,0,0,0,
hyper-timeout,0.5.2,transitive,,transitive-only,0,0,0,
hyper-util,0.1.20,transitive,,transitive-only,0,0,0,
hyperlocal,0.9.1,transitive,,transitive-only,0,0,0,
hyperloglogplus,0.4.1,transitive,,transitive-only,0,0,0,
i_float,1.15.0,transitive,,transitive-only,0,0,0,
i_key_sort,0.6.0,transitive,,transitive-only,0,0,0,
i_overlay,4.0.7,transitive,,transitive-only,0,0,0,
i_shape,1.14.0,transitive,,transitive-only,0,0,0,
i_tree,0.16.0,transitive,,transitive-only,0,0,0,
iana-time-zone,0.1.65,transitive,,transitive-only,0,0,0,
iana-time-zone-haiku,0.1.2,transitive,,transitive-only,0,0,0,
icu_collections,2.2.0,transitive,,transitive-only,0,0,0,
icu_locale_core,2.2.0,transitive,,transitive-only,0,0,0,
icu_normalizer,2.2.0,transitive,,transitive-only,0,0,0,
icu_normalizer_data,2.2.0,transitive,,transitive-only,0,0,0,
icu_properties,2.2.0,transitive,,transitive-only,0,0,0,
icu_properties_data,2.2.0,transitive,,transitive-only,0,0,0,
icu_provider,2.2.0,transitive,,transitive-only,0,0,0,
id-arena,2.3.0,transitive,,transitive-only,0,0,0,
ident_case,1.0.1,transitive,,transitive-only,0,0,0,
idna,1.1.0,transitive,,transitive-only,0,0,0,
idna_adapter,1.2.2,transitive,,transitive-only,0,0,0,
ignore,0.4.25,direct,cortex-indexer,source-referenced,1,2,2,ignore::WalkBuilder | ignore::WalkBuilder
indexmap,1.9.3,transitive,,transitive-only,0,0,0,
indexmap,2.14.0,transitive,,transitive-only,0,0,0,
indicatif,0.18.4,direct,cortex-cli,source-referenced,1,4,4,"indicatif:: | indicatif:: {ProgressBar, ProgressStyle} | indicatif:: | indicatif:: {ProgressBar, ProgressStyle}"
inotify,0.11.1,transitive,,transitive-only,0,0,0,
inotify-sys,0.1.5,transitive,,transitive-only,0,0,0,
instant,0.1.13,transitive,,transitive-only,0,0,0,
ipnet,2.12.0,transitive,,transitive-only,0,0,0,
is_terminal_polyfill,1.70.2,transitive,,transitive-only,0,0,0,
itertools,0.11.0,transitive,,transitive-only,0,0,0,
itertools,0.13.0,transitive,,transitive-only,0,0,0,
itertools,0.14.0,transitive,,transitive-only,0,0,0,
itoa,1.0.18,transitive,,transitive-only,0,0,0,
jiff,0.2.27,transitive,,transitive-only,0,0,0,
jiff-static,0.2.27,transitive,,transitive-only,0,0,0,
jiff-tzdb,0.1.6,transitive,,transitive-only,0,0,0,
jiff-tzdb-platform,0.1.3,transitive,,transitive-only,0,0,0,
jni,0.22.4,transitive,,transitive-only,0,0,0,
jni-macros,0.22.4,transitive,,transitive-only,0,0,0,
jni-sys,0.4.1,transitive,,transitive-only,0,0,0,
jni-sys-macros,0.4.1,transitive,,transitive-only,0,0,0,
jobserver,0.1.34,transitive,,transitive-only,0,0,0,
js-sys,0.3.99,transitive,,transitive-only,0,0,0,
jsonb,0.5.6,transitive,,transitive-only,0,0,0,
jsonschema,0.45.1,direct,cortex-mcp,direct-no-source-imports,0,0,0,
kqueue,1.1.1,transitive,,transitive-only,0,0,0,
kqueue-sys,1.1.2,transitive,,transitive-only,0,0,0,
kv-log-macro,1.0.7,transitive,,transitive-only,0,0,0,
lalrpop,0.20.2,transitive,,transitive-only,0,0,0,
lalrpop-util,0.20.2,transitive,,transitive-only,0,0,0,
lance,2.0.0,transitive,,transitive-only,0,0,0,
lance-arrow,2.0.0,transitive,,transitive-only,0,0,0,
lance-bitpacking,2.0.0,transitive,,transitive-only,0,0,0,
lance-core,2.0.0,transitive,,transitive-only,0,0,0,
lance-datafusion,2.0.0,transitive,,transitive-only,0,0,0,
lance-datagen,2.0.0,transitive,,transitive-only,0,0,0,
lance-encoding,2.0.0,transitive,,transitive-only,0,0,0,
lance-file,2.0.0,transitive,,transitive-only,0,0,0,
lance-geo,2.0.0,transitive,,transitive-only,0,0,0,
lance-index,2.0.0,transitive,,transitive-only,0,0,0,
lance-io,2.0.0,transitive,,transitive-only,0,0,0,
lance-linalg,2.0.0,transitive,,transitive-only,0,0,0,
lance-namespace,2.0.0,transitive,,transitive-only,0,0,0,
lance-namespace-impls,2.0.0,transitive,,transitive-only,0,0,0,
lance-namespace-reqwest-client,0.4.5,transitive,,transitive-only,0,0,0,
lance-table,2.0.0,transitive,,transitive-only,0,0,0,
lance-testing,2.0.0,transitive,,transitive-only,0,0,0,
lancedb,0.26.2,direct,cortex-vector,source-referenced,1,8,8,"lancedb::connection::Connection | lancedb::index::Index | lancedb::query:: | lancedb::query:: {ExecutableQuery, QueryBase} | lancedb::connection::Connection | lancedb::index::Index | lancedb::query:: | lancedb::query:: {ExecutableQuery, QueryBase}"
lazy_static,1.5.0,transitive,,transitive-only,0,0,0,
leb128fmt,0.1.0,transitive,,transitive-only,0,0,0,
levenshtein,1.0.5,transitive,,transitive-only,0,0,0,
levenshtein_automata,0.2.1,transitive,,transitive-only,0,0,0,
lexical-core,1.0.6,transitive,,transitive-only,0,0,0,
lexical-parse-float,1.0.6,transitive,,transitive-only,0,0,0,
lexical-parse-integer,1.0.6,transitive,,transitive-only,0,0,0,
lexical-util,1.0.7,transitive,,transitive-only,0,0,0,
lexical-write-float,1.0.6,transitive,,transitive-only,0,0,0,
lexical-write-integer,1.0.6,transitive,,transitive-only,0,0,0,
libc,0.2.186,transitive,,transitive-only,0,0,0,
libloading,0.8.9,transitive,,transitive-only,0,0,0,
libm,0.2.16,transitive,,transitive-only,0,0,0,
libredox,0.1.16,transitive,,transitive-only,0,0,0,
libsqlite3-sys,0.36.0,transitive,,transitive-only,0,0,0,
linux-raw-sys,0.4.15,transitive,,transitive-only,0,0,0,
linux-raw-sys,0.12.1,transitive,,transitive-only,0,0,0,
litemap,0.8.2,transitive,,transitive-only,0,0,0,
litrs,1.0.0,transitive,,transitive-only,0,0,0,
lock_api,0.4.14,transitive,,transitive-only,0,0,0,
log,0.4.30,transitive,,transitive-only,0,0,0,
loom,0.7.2,transitive,,transitive-only,0,0,0,
lru,0.12.5,direct,cortex-mcp,direct-unused-candidate,0,0,0,
lru,0.16.4,direct,cortex-mcp,direct-unused-candidate,0,0,0,
lru-slab,0.1.2,transitive,,transitive-only,0,0,0,
lz4,1.28.1,transitive,,transitive-only,0,0,0,
lz4-sys,1.11.1+lz4-1.10.0,transitive,,transitive-only,0,0,0,
lz4_flex,0.11.6,transitive,,transitive-only,0,0,0,
lz4_flex,0.12.2,transitive,,transitive-only,0,0,0,
maplit,1.0.2,transitive,,transitive-only,0,0,0,
matchers,0.2.0,transitive,,transitive-only,0,0,0,
matchit,0.8.4,transitive,,transitive-only,0,0,0,
matrixmultiply,0.3.10,transitive,,transitive-only,0,0,0,
md-5,0.10.6,transitive,,transitive-only,0,0,0,
measure_time,0.9.0,transitive,,transitive-only,0,0,0,
memchr,2.8.1,transitive,,transitive-only,0,0,0,
memmap2,0.9.10,transitive,,transitive-only,0,0,0,
mime,0.3.17,transitive,,transitive-only,0,0,0,
mime_guess,2.0.5,transitive,,transitive-only,0,0,0,
minimal-lexical,0.2.1,transitive,,transitive-only,0,0,0,
miniz_oxide,0.8.9,transitive,,transitive-only,0,0,0,
mio,1.2.0,transitive,,transitive-only,0,0,0,
mock_instant,0.6.0,transitive,,transitive-only,0,0,0,
moka,0.12.15,transitive,,transitive-only,0,0,0,
multimap,0.10.1,transitive,,transitive-only,0,0,0,
murmurhash32,0.3.1,transitive,,transitive-only,0,0,0,
ndarray,0.16.1,transitive,,transitive-only,0,0,0,
neo4rs,0.8.0,direct,cortex-graph,source-referenced,1,4,4,"neo4rs:: | neo4rs:: {ConfigBuilder, Graph, query} | neo4rs:: | neo4rs:: {ConfigBuilder, Graph, query}"
neo4rs-macros,0.3.0,transitive,,transitive-only,0,0,0,
new_debug_unreachable,1.0.6,transitive,,transitive-only,0,0,0,
nibble_vec,0.1.0,transitive,,transitive-only,0,0,0,
nix,0.30.1,transitive,,transitive-only,0,0,0,
nom,7.1.3,transitive,,transitive-only,0,0,0,
nom,8.0.0,transitive,,transitive-only,0,0,0,
notify,8.2.0,direct,cortex-watcher,source-referenced,1,2,2,notify::RecursiveMode | notify::RecursiveMode
notify-debouncer-mini,0.7.0,direct,cortex-watcher,source-referenced,1,4,4,"notify_debouncer_mini:: | notify_debouncer_mini:: {DebounceEventResult, new_debouncer} | notify_debouncer_mini:: | notify_debouncer_mini:: {DebounceEventResult, new_debouncer}"
notify-types,2.1.0,transitive,,transitive-only,0,0,0,
nu-ansi-term,0.50.3,transitive,,transitive-only,0,0,0,
num,0.4.3,transitive,,transitive-only,0,0,0,
num-bigint,0.4.6,transitive,,transitive-only,0,0,0,
num-cmp,0.1.0,transitive,,transitive-only,0,0,0,
num-complex,0.4.6,transitive,,transitive-only,0,0,0,
num-conv,0.2.2,transitive,,transitive-only,0,0,0,
num-integer,0.1.46,transitive,,transitive-only,0,0,0,
num-iter,0.1.45,transitive,,transitive-only,0,0,0,
num-rational,0.4.2,transitive,,transitive-only,0,0,0,
num-traits,0.2.19,transitive,,transitive-only,0,0,0,
num_cpus,1.17.0,transitive,,transitive-only,0,0,0,
num_enum,0.7.6,transitive,,transitive-only,0,0,0,
num_enum_derive,0.7.6,transitive,,transitive-only,0,0,0,
object_store,0.12.5,transitive,,transitive-only,0,0,0,
once_cell,1.21.4,transitive,,transitive-only,0,0,0,
once_cell_polyfill,1.70.2,transitive,,transitive-only,0,0,0,
oneshot,0.1.13,transitive,,transitive-only,0,0,0,
oorandom,11.1.5,transitive,,transitive-only,0,0,0,
openssl-probe,0.1.6,transitive,,transitive-only,0,0,0,
openssl-probe,0.2.1,transitive,,transitive-only,0,0,0,
option-ext,0.2.0,transitive,,transitive-only,0,0,0,
ordered-float,5.3.0,transitive,,transitive-only,0,0,0,
outref,0.5.2,transitive,,transitive-only,0,0,0,
ownedbytes,0.9.0,transitive,,transitive-only,0,0,0,
owo-colors,4.3.0,direct,cortex-cli,source-referenced,3,6,2,owo_colors::OwoColorize | owo_colors::OwoColorize
page_size,0.6.0,transitive,,transitive-only,0,0,0,
parking,2.2.1,transitive,,transitive-only,0,0,0,
parking_lot,0.11.2,direct,cortex-watcher,source-referenced,1,2,2,parking_lot::RwLock | parking_lot::RwLock
parking_lot,0.12.5,direct,cortex-watcher,source-referenced,1,2,2,parking_lot::RwLock | parking_lot::RwLock
parking_lot_core,0.8.6,transitive,,transitive-only,0,0,0,
parking_lot_core,0.9.12,transitive,,transitive-only,0,0,0,
parse-display,0.9.1,transitive,,transitive-only,0,0,0,
parse-display-derive,0.9.1,transitive,,transitive-only,0,0,0,
parse-zoneinfo,0.3.1,transitive,,transitive-only,0,0,0,
paste,1.0.15,transitive,,transitive-only,0,0,0,
pastey,0.2.3,transitive,,transitive-only,0,0,0,
path_abs,0.5.1,transitive,,transitive-only,0,0,0,
percent-encoding,2.3.2,transitive,,transitive-only,0,0,0,
permutation,0.4.1,transitive,,transitive-only,0,0,0,
petgraph,0.6.5,transitive,,transitive-only,0,0,0,
petgraph,0.8.3,transitive,,transitive-only,0,0,0,
phf,0.11.3,transitive,,transitive-only,0,0,0,
phf,0.12.1,transitive,,transitive-only,0,0,0,
phf_codegen,0.11.3,transitive,,transitive-only,0,0,0,
phf_generator,0.11.3,transitive,,transitive-only,0,0,0,
phf_shared,0.11.3,transitive,,transitive-only,0,0,0,
phf_shared,0.12.1,transitive,,transitive-only,0,0,0,
pico-args,0.5.0,transitive,,transitive-only,0,0,0,
pin-project,1.1.13,transitive,,transitive-only,0,0,0,
pin-project-internal,1.1.13,transitive,,transitive-only,0,0,0,
pin-project-lite,0.2.17,transitive,,transitive-only,0,0,0,
pin-utils,0.1.0,transitive,,transitive-only,0,0,0,
piper,0.2.5,transitive,,transitive-only,0,0,0,
pkg-config,0.3.33,transitive,,transitive-only,0,0,0,
plotters,0.3.7,transitive,,transitive-only,0,0,0,
plotters-backend,0.3.7,transitive,,transitive-only,0,0,0,
plotters-svg,0.3.7,transitive,,transitive-only,0,0,0,
polling,3.11.0,transitive,,transitive-only,0,0,0,
portable-atomic,1.13.1,transitive,,transitive-only,0,0,0,
portable-atomic-util,0.2.7,transitive,,transitive-only,0,0,0,
potential_utf,0.1.5,transitive,,transitive-only,0,0,0,
powerfmt,0.2.0,transitive,,transitive-only,0,0,0,
ppv-lite86,0.2.21,transitive,,transitive-only,0,0,0,
precomputed-hash,0.1.1,transitive,,transitive-only,0,0,0,
prettyplease,0.2.37,transitive,,transitive-only,0,0,0,
proc-macro-crate,3.5.0,transitive,,transitive-only,0,0,0,
proc-macro2,1.0.106,transitive,,transitive-only,0,0,0,
prost,0.14.3,transitive,,transitive-only,0,0,0,
prost-build,0.14.3,transitive,,transitive-only,0,0,0,
prost-derive,0.14.3,transitive,,transitive-only,0,0,0,
prost-types,0.14.3,transitive,,transitive-only,0,0,0,
quinn,0.11.9,transitive,,transitive-only,0,0,0,
quinn-proto,0.11.14,transitive,,transitive-only,0,0,0,
quinn-udp,0.5.14,transitive,,transitive-only,0,0,0,
quote,1.0.45,transitive,,transitive-only,0,0,0,
r-efi,5.3.0,transitive,,transitive-only,0,0,0,
r-efi,6.0.0,transitive,,transitive-only,0,0,0,
radium,0.7.0,transitive,,transitive-only,0,0,0,
radix_trie,0.2.1,transitive,,transitive-only,0,0,0,
rand,0.8.6,transitive,,transitive-only,0,0,0,
rand,0.9.4,transitive,,transitive-only,0,0,0,
rand,0.10.1,transitive,,transitive-only,0,0,0,
rand_chacha,0.3.1,transitive,,transitive-only,0,0,0,
rand_chacha,0.9.0,transitive,,transitive-only,0,0,0,
rand_core,0.6.4,transitive,,transitive-only,0,0,0,
rand_core,0.9.5,transitive,,transitive-only,0,0,0,
rand_core,0.10.1,transitive,,transitive-only,0,0,0,
rand_distr,0.4.3,transitive,,transitive-only,0,0,0,
rand_distr,0.5.1,transitive,,transitive-only,0,0,0,
rand_xoshiro,0.7.0,transitive,,transitive-only,0,0,0,
random_word,0.5.2,transitive,,transitive-only,0,0,0,
rangemap,1.7.1,transitive,,transitive-only,0,0,0,
rawpointer,0.2.1,transitive,,transitive-only,0,0,0,
rayon,1.12.0,direct,cortex-indexer,source-referenced,2,8,6,"rayon::prelude::* | rayon:: | rayon:: {ThreadPool, ThreadPoolBuilder} | rayon::prelude::* | rayon:: | rayon:: {ThreadPool, ThreadPoolBuilder}"
rayon-core,1.13.0,transitive,,transitive-only,0,0,0,
redis,0.32.7,direct,cortex-graph,direct-no-source-imports,0,0,0,
redox_syscall,0.2.16,transitive,,transitive-only,0,0,0,
redox_syscall,0.5.18,transitive,,transitive-only,0,0,0,
redox_users,0.4.6,transitive,,transitive-only,0,0,0,
redox_users,0.5.2,transitive,,transitive-only,0,0,0,
ref-cast,1.0.25,transitive,,transitive-only,0,0,0,
ref-cast-impl,1.0.25,transitive,,transitive-only,0,0,0,
referencing,0.45.1,transitive,,transitive-only,0,0,0,
regex,1.12.3,transitive,,transitive-only,0,0,0,
regex-automata,0.4.14,transitive,,transitive-only,0,0,0,
regex-syntax,0.8.10,transitive,,transitive-only,0,0,0,
relative-path,1.9.3,transitive,,transitive-only,0,0,0,
reqwest,0.12.28,direct,"cortex-cli,cortex-mcp,cortex-vector",source-referenced,1,4,4,"reqwest::header:: | reqwest::header:: {ACCEPT, AUTHORIZATION, HeaderMap, HeaderValue} | reqwest::header:: | reqwest::header:: {ACCEPT, AUTHORIZATION, HeaderMap, HeaderValue}"
reqwest,0.13.4,direct,"cortex-cli,cortex-mcp,cortex-vector",source-referenced,1,4,4,"reqwest::header:: | reqwest::header:: {ACCEPT, AUTHORIZATION, HeaderMap, HeaderValue} | reqwest::header:: | reqwest::header:: {ACCEPT, AUTHORIZATION, HeaderMap, HeaderValue}"
retain_mut,0.1.9,transitive,,transitive-only,0,0,0,
ring,0.17.14,transitive,,transitive-only,0,0,0,
rmcp,1.7.0,direct,cortex-mcp,source-referenced,4,22,18,"rmcp::model:: | rmcp::ServiceExt | rmcp::handler::server::wrapper::Parameters | rmcp::model:: {Annotated, Prompt, PromptArgument, RawResource, Resource} | rmcp::model:: {CallToolResult, Content} | rmcp::model:: {ClientJsonRpcMessage, ServerJsonRpcMessage} | rmcp::model::CallToolResult | rmcp::transport::streamable_http_server:: | rmcp::transport::streamable_http_server:: {StreamableHttpServerConfig, StreamableHttpService, session::local::LocalSessionManager} | rmcp::model::"
rmcp-macros,1.7.0,transitive,,transitive-only,0,0,0,
rmp,0.8.15,transitive,,transitive-only,0,0,0,
rmp-serde,1.3.1,direct,cortex-graph,direct-no-source-imports,0,0,0,
roaring,0.10.12,transitive,,transitive-only,0,0,0,
robust,1.2.0,transitive,,transitive-only,0,0,0,
rsmgclient,3.0.0,direct,cortex-graph,source-referenced,6,14,6,"rsmgclient::QueryParam | rsmgclient:: | rsmgclient:: {ConnectParams, Connection, QueryParam, Record, Value} | rsmgclient::QueryParam | rsmgclient:: | rsmgclient:: {ConnectParams, Connection, QueryParam, Record, Value}"
rsqlite-vfs,0.1.1,transitive,,transitive-only,0,0,0,
rstar,0.12.2,transitive,,transitive-only,0,0,0,
rstest,0.26.1,transitive,,transitive-only,0,0,0,
rstest_macros,0.26.1,transitive,,transitive-only,0,0,0,
rusqlite,0.38.0,direct,"cortex-mcp,cortex-watcher",source-referenced,2,8,6,"rusqlite:: | rusqlite:: {Connection, OptionalExtension, params} | rusqlite:: {Connection, params} | rusqlite:: | rusqlite:: {Connection, OptionalExtension, params} | rusqlite:: {Connection, params}"
